Unnamed: 0,userName,score,at,content,content_lower,content_token,content_no_stopwords,content_stemmed,Topic
7374,Pengguna Google,5,2019-10-12 16:58:56,😊👍👍👍,😊👍👍👍,['😊👍👍👍'],['😊👍👍👍'],[''],10
7375,Pengguna Google,1,2019-10-12 15:10:21,Ada Yg tau ga apk ini kok kadang ga mau ke accountnya ya. Masa tiap masuk ganti gmail mulu sihhh,ada yg tau ga apk ini kok kadang ga mau ke accountnya ya. masa tiap masuk ganti gmail mulu sihhh,"['ada', 'yg', 'tau', 'ga', 'apk', 'ini', 'kok', 'kadang', 'ga', 'mau', 'ke', 'accountnya', 'ya', '.', 'masa', 'tiap', 'masuk', 'ganti', 'gmail', 'mulu', 'sihhh']","['yg', 'tau', 'ga', 'apk', 'kadang', 'ga', 'accountnya', 'ya', '.', 'masuk', 'ganti', 'gmail', 'mulu', 'sihhh']","['yg', 'tau', 'ga', 'apk', 'kadang', 'ga', 'accountnya', 'ya', '', 'masuk', 'ganti', 'gmail', 'mulu', 'sihhh']",42
7376,Pengguna Google,5,2019-10-12 13:34:54,Itu cara pesan makan gimana,itu cara pesan makan gimana,"['itu', 'cara', 'pesan', 'makan', 'gimana']","['pesan', 'makan', 'gimana']","['pesan', 'makan', 'gimana']",6
7377,Pengguna Google,5,2019-10-12 13:14:47,Melepas lapar,melepas lapar,"['melepas', 'lapar']","['melepas', 'lapar']","['lepas', 'lapar']",6
7378,Pengguna Google,1,2019-10-12 10:42:35,Sya nuker panas 1 yg dapet 2 tpi harga sama saja kya beli biasa..pembyaranya jga gk bsa pakai non tunai..buat ojek onlain..kn saya jga custemer biasa yg mau makan di mcd..,sya nuker panas 1 yg dapet 2 tpi harga sama saja kya beli biasa..pembyaranya jga gk bsa pakai non tunai..buat ojek onlain..kn saya jga custemer biasa yg mau makan di mcd..,"['sya', 'nuker', 'panas', '1', 'yg', 'dapet', '2', 'tpi', 'harga', 'sama', 'saja', 'kya', 'beli', 'biasa', '..', 'pembyaranya', 'jga', 'gk', 'bsa', 'pakai', 'non', 'tunai', '..', 'buat', 'ojek', 'onlain', '..', 'kn', 'saya', 'jga', 'custemer', 'biasa', 'yg', 'mau', 'makan', 'di', 'mcd', '..']","['sya', 'nuker', 'panas', '1', 'yg', 'dapet', '2', 'tpi', 'harga', 'kya', 'beli', '..', 'pembyaranya', 'jga', 'gk', 'bsa', 'pakai', 'non', 'tunai', '..', 'ojek', 'onlain', '..', 'kn', 'jga', 'custemer', 'yg', 'makan', 'mcd', '..']","['sya', 'nuker', 'panas', '1', 'yg', 'dapet', '2', 'tpi', 'harga', 'kya', 'beli', '', 'pembyaranya', 'jga', 'gk', 'bsa', 'pakai', 'non', 'tunai', '', 'ojek', 'onlain', '', 'kn', 'jga', 'custemer', 'yg', 'makan', 'mcd', '']",-1
7379,Pengguna Google,5,2019-10-12 08:46:39,Bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']",66
7380,Pengguna Google,1,2019-10-12 08:06:00,Asu gak bisa daftar,asu gak bisa daftar,"['asu', 'gak', 'bisa', 'daftar']","['asu', 'gak', 'daftar']","['asu', 'gak', 'daftar']",99
7381,Pengguna Google,5,2019-10-12 07:20:38,bagus bet dah,bagus bet dah,"['bagus', 'bet', 'dah']","['bagus', 'bet', 'dah']","['bagus', 'bet', 'dah']",-1
7382,Pengguna Google,5,2019-10-12 07:08:48,Mantap,mantap,['mantap'],['mantap'],['mantap'],3
7383,Pengguna Google,5,2019-10-12 06:56:21,Pas,pas,['pas'],['pas'],['pas'],-1
7384,Pengguna Google,2,2019-10-12 06:18:46,Pelayanan yang memakai aplikasi kurang memuaskan,pelayanan yang memakai aplikasi kurang memuaskan,"['pelayanan', 'yang', 'memakai', 'aplikasi', 'kurang', 'memuaskan']","['pelayanan', 'memakai', 'aplikasi', 'memuaskan']","['layan', 'pakai', 'aplikasi', 'muas']",-1
7385,Pengguna Google,4,2019-10-12 06:08:20,Ok,ok,['ok'],['ok'],['ok'],1
7386,Pengguna Google,5,2019-10-12 03:14:48,enak murmer,enak murmer,"['enak', 'murmer']","['enak', 'murmer']","['enak', 'murmer']",-1
7387,Pengguna Google,5,2019-10-12 02:41:15,Ok,ok,['ok'],['ok'],['ok'],1
7388,Pengguna Google,5,2019-10-11 20:49:18,"Aplikasi nya,Ok dah,","aplikasi nya,ok dah,","['aplikasi', 'nya', ',', 'ok', 'dah', ',']","['aplikasi', 'nya', ',', 'ok', 'dah', ',']","['aplikasi', 'nya', '', 'ok', 'dah', '']",15
7389,Pengguna Google,5,2019-10-11 17:59:17,Ok,ok,['ok'],['ok'],['ok'],1
7390,Pengguna Google,5,2019-10-11 14:17:46,Baik Bangeettttttttttttttt,baik bangeettttttttttttttt,"['baik', 'bangeettttttttttttttt']",['bangeettttttttttttttt'],['bangeettttttttttttttt'],48
7391,Pengguna Google,5,2019-10-11 13:14:55,Promonya bermanfaat banget,promonya bermanfaat banget,"['promonya', 'bermanfaat', 'banget']","['promonya', 'bermanfaat', 'banget']","['promonya', 'manfaat', 'banget']",32
7392,Pengguna Google,1,2019-10-11 07:14:08,Ga bisa daftar #hoax,ga bisa daftar #hoax,"['ga', 'bisa', 'daftar', '#', 'hoax']","['ga', 'daftar', '#', 'hoax']","['ga', 'daftar', '', 'hoax']",99
7393,Pengguna Google,5,2019-10-11 06:36:26,Mantaps,mantaps,['mantaps'],['mantaps'],['mantaps'],-1
7394,Pengguna Google,1,2019-10-11 04:42:54,Kenapa saya tidak bisa mendaftar di aplikasi ini,kenapa saya tidak bisa mendaftar di aplikasi ini,"['kenapa', 'saya', 'tidak', 'bisa', 'mendaftar', 'di', 'aplikasi', 'ini']","['mendaftar', 'aplikasi']","['daftar', 'aplikasi']",45
7395,Pengguna Google,1,2019-10-11 00:20:43,"Mcdonald""s suda gk kayak dulu kenapa sekarang gk bisa pakek gopay,jangan pilih kasih kita ini juga byr ,bukan ngemis di resto lo","mcdonald""s suda gk kayak dulu kenapa sekarang gk bisa pakek gopay,jangan pilih kasih kita ini juga byr ,bukan ngemis di resto lo","['mcdonald', ""''"", 's', 'suda', 'gk', 'kayak', 'dulu', 'kenapa', 'sekarang', 'gk', 'bisa', 'pakek', 'gopay', ',', 'jangan', 'pilih', 'kasih', 'kita', 'ini', 'juga', 'byr', ',', 'bukan', 'ngemis', 'di', 'resto', 'lo']","['mcdonald', ""''"", 's', 'suda', 'gk', 'kayak', 'gk', 'pakek', 'gopay', ',', 'pilih', 'kasih', 'byr', ',', 'ngemis', 'resto', 'lo']","['mcdonald', '', 's', 'suda', 'gk', 'kayak', 'gk', 'pakek', 'gopay', '', 'pilih', 'kasih', 'byr', '', 'ngemis', 'resto', 'lo']",46
7396,Pengguna Google,5,2019-10-10 11:59:12,Lbh mantap,lbh mantap,"['lbh', 'mantap']","['lbh', 'mantap']","['lbh', 'mantap']",12
7397,Pengguna Google,5,2019-10-10 10:00:58,mantap,mantap,['mantap'],['mantap'],['mantap'],3
7398,Pengguna Google,5,2019-10-10 08:27:17,Good,good,['good'],['good'],['good'],0
7399,Pengguna Google,5,2019-10-10 07:06:01,Mantap,mantap,['mantap'],['mantap'],['mantap'],3
7400,Pengguna Google,2,2019-10-10 05:33:59,"Sedih, aplikasi tidak berjalan dengan lancar pengisiian alamat tidak bisa di simpan","sedih, aplikasi tidak berjalan dengan lancar pengisiian alamat tidak bisa di simpan","['sedih', ',', 'aplikasi', 'tidak', 'berjalan', 'dengan', 'lancar', 'pengisiian', 'alamat', 'tidak', 'bisa', 'di', 'simpan']","['sedih', ',', 'aplikasi', 'berjalan', 'lancar', 'pengisiian', 'alamat', 'simpan']","['sedih', '', 'aplikasi', 'jalan', 'lancar', 'pengisiian', 'alamat', 'simpan']",-1
7401,Pengguna Google,5,2019-10-10 04:02:42,Keren,keren,['keren'],['keren'],['keren'],18
7402,Pengguna Google,1,2019-10-09 20:24:44,Gk bisa daftar,gk bisa daftar,"['gk', 'bisa', 'daftar']","['gk', 'daftar']","['gk', 'daftar']",-1
7403,Pengguna Google,5,2019-10-09 11:57:08,Pass,pass,['pass'],['pass'],['pass'],-1
7404,Pengguna Google,2,2019-10-09 11:55:47,pas dipake kembalianny kurang，pelayanannya buruk， minum ga dikasih paket gambarnya minum nasi dan ayam， jangan pergi ke mcd yg rame ya guyss。。,pas dipake kembalianny kurang，pelayanannya buruk， minum ga dikasih paket gambarnya minum nasi dan ayam， jangan pergi ke mcd yg rame ya guyss。。,"['pas', 'dipake', 'kembalianny', 'kurang，pelayanannya', 'buruk，', 'minum', 'ga', 'dikasih', 'paket', 'gambarnya', 'minum', 'nasi', 'dan', 'ayam，', 'jangan', 'pergi', 'ke', 'mcd', 'yg', 'rame', 'ya', 'guyss。。']","['pas', 'dipake', 'kembalianny', 'kurang，pelayanannya', 'buruk，', 'minum', 'ga', 'dikasih', 'paket', 'gambarnya', 'minum', 'nasi', 'ayam，', 'pergi', 'mcd', 'yg', 'rame', 'ya', 'guyss。。']","['pas', 'dipake', 'kembalianny', 'kurang layan', 'buruk', 'minum', 'ga', 'kasih', 'paket', 'gambar', 'minum', 'nasi', 'ayam', 'pergi', 'mcd', 'yg', 'rame', 'ya', 'guyss']",-1
7405,Pengguna Google,5,2019-10-09 02:56:18,OZil,ozil,['ozil'],['ozil'],['ozil'],34
7406,Pengguna Google,5,2019-10-08 21:27:46,Murmer,murmer,['murmer'],['murmer'],['murmer'],-1
7407,Pengguna Google,5,2019-10-08 18:48:57,Mantap,mantap,['mantap'],['mantap'],['mantap'],3
7408,Pengguna Google,1,2019-10-08 13:59:10,Rafting nya kalo udah kebukti aja ya,rafting nya kalo udah kebukti aja ya,"['rafting', 'nya', 'kalo', 'udah', 'kebukti', 'aja', 'ya']","['rafting', 'nya', 'kalo', 'udah', 'kebukti', 'aja', 'ya']","['rafting', 'nya', 'kalo', 'udah', 'bukti', 'aja', 'ya']",81
7409,Pengguna Google,5,2019-10-08 08:05:05,Mantap,mantap,['mantap'],['mantap'],['mantap'],3
7410,Pengguna Google,2,2019-10-08 07:12:31,Kok saya daftar nggak bisa ya?? 😅,kok saya daftar nggak bisa ya?? 😅,"['kok', 'saya', 'daftar', 'nggak', 'bisa', 'ya', '?', '?', '😅']","['daftar', 'nggak', 'ya', '?', '?', '😅']","['daftar', 'nggak', 'ya', '', '', '']",99
7411,Pengguna Google,5,2019-10-08 06:24:05,Keren,keren,['keren'],['keren'],['keren'],18
7412,Pengguna Google,5,2019-10-08 05:02:05,Bnyk promo,bnyk promo,"['bnyk', 'promo']","['bnyk', 'promo']","['bnyk', 'promo']",16
7413,Pengguna Google,5,2019-10-08 04:21:28,Good,good,['good'],['good'],['good'],0
7414,Pengguna Google,3,2019-10-08 03:13:07,ini kenapa tidak bisa dipakai promonya dan ada notif untuk update aplikasi terbaru,ini kenapa tidak bisa dipakai promonya dan ada notif untuk update aplikasi terbaru,"['ini', 'kenapa', 'tidak', 'bisa', 'dipakai', 'promonya', 'dan', 'ada', 'notif', 'untuk', 'update', 'aplikasi', 'terbaru']","['dipakai', 'promonya', 'notif', 'update', 'aplikasi', 'terbaru']","['pakai', 'promonya', 'notif', 'update', 'aplikasi', 'baru']",30
7415,Pengguna Google,2,2019-10-08 02:41:38,"Error mlu, pas di reedem","error mlu, pas di reedem","['error', 'mlu', ',', 'pas', 'di', 'reedem']","['error', 'mlu', ',', 'pas', 'reedem']","['error', 'mlu', '', 'pas', 'reedem']",40
7416,Pengguna Google,1,2019-10-08 00:23:49,Payah g bsa login,payah g bsa login,"['payah', 'g', 'bsa', 'login']","['payah', 'g', 'bsa', 'login']","['payah', 'g', 'bsa', 'login']",117
7417,Pengguna Google,2,2019-10-07 17:31:17,"Aplikasinya berjalan kurang maksimal. Setiap ingin saya gunakan, selalu ada gangguan entah apa itu yang jadinya saya tidak bisa menukarkan promo promo yang ada. Mungkin bisa di maintain lebih baik lagi untuk kedepannya. Terimakasih","aplikasinya berjalan kurang maksimal. setiap ingin saya gunakan, selalu ada gangguan entah apa itu yang jadinya saya tidak bisa menukarkan promo promo yang ada. mungkin bisa di maintain lebih baik lagi untuk kedepannya. terimakasih","['aplikasinya', 'berjalan', 'kurang', 'maksimal', '.', 'setiap', 'ingin', 'saya', 'gunakan', ',', 'selalu', 'ada', 'gangguan', 'entah', 'apa', 'itu', 'yang', 'jadinya', 'saya', 'tidak', 'bisa', 'menukarkan', 'promo', 'promo', 'yang', 'ada', '.', 'mungkin', 'bisa', 'di', 'maintain', 'lebih', 'baik', 'lagi', 'untuk', 'kedepannya', '.', 'terimakasih']","['aplikasinya', 'berjalan', 'maksimal', '.', ',', 'gangguan', 'menukarkan', 'promo', 'promo', '.', 'maintain', 'kedepannya', '.', 'terimakasih']","['aplikasi', 'jalan', 'maksimal', '', '', 'ganggu', 'tukar', 'promo', 'promo', '', 'maintain', 'depan', '', 'terimakasih']",120
7418,Pengguna Google,5,2019-10-07 11:39:14,Mantul,mantul,['mantul'],['mantul'],['mantul'],34
7419,Pengguna Google,5,2019-10-07 11:29:08,Oke Banget....,oke banget....,"['oke', 'banget', '....']","['oke', 'banget', '....']","['oke', 'banget', '']",90
7420,Pengguna Google,5,2019-10-07 10:55:53,Tiap beli mcd pake ini... Pokoknya mantapppp,tiap beli mcd pake ini... pokoknya mantapppp,"['tiap', 'beli', 'mcd', 'pake', 'ini', '...', 'pokoknya', 'mantapppp']","['beli', 'mcd', 'pake', '...', 'pokoknya', 'mantapppp']","['beli', 'mcd', 'pake', '', 'pokok', 'mantapppp']",7
7421,Pengguna Google,5,2019-10-07 02:37:01,Sarjana,sarjana,['sarjana'],['sarjana'],['sarjana'],-1
7422,Pengguna Google,4,2019-10-07 01:40:20,Coba dulu,coba dulu,"['coba', 'dulu']",['coba'],['coba'],83
7423,Pengguna Google,5,2019-10-07 00:18:25,😃😃mn😃,😃😃mn😃,['😃😃mn😃'],['😃😃mn😃'],['mn'],10
7424,Pengguna Google,1,2019-10-06 13:33:09,Parah. Pelayanan tidak menyenangkan. Orang nya tidak ramah dan memilih-milih tempat penghantaran. Pelayanan sangat buruk.,parah. pelayanan tidak menyenangkan. orang nya tidak ramah dan memilih-milih tempat penghantaran. pelayanan sangat buruk.,"['parah', '.', 'pelayanan', 'tidak', 'menyenangkan', '.', 'orang', 'nya', 'tidak', 'ramah', 'dan', 'memilih-milih', 'tempat', 'penghantaran', '.', 'pelayanan', 'sangat', 'buruk', '.']","['parah', '.', 'pelayanan', 'menyenangkan', '.', 'orang', 'nya', 'ramah', 'memilih-milih', 'penghantaran', '.', 'pelayanan', 'buruk', '.']","['parah', '', 'layan', 'senang', '', 'orang', 'nya', 'ramah', 'pilih', 'hantar', '', 'layan', 'buruk', '']",50
7425,Pengguna Google,4,2019-10-06 13:13:16,Waw,waw,['waw'],['waw'],['waw'],-1
7426,Pengguna Google,5,2019-10-06 11:06:44,Bagus,bagus,['bagus'],['bagus'],['bagus'],2
7427,Pengguna Google,1,2019-10-06 09:40:30,"Ga bisa daftar, gagal terus, payah","ga bisa daftar, gagal terus, payah","['ga', 'bisa', 'daftar', ',', 'gagal', 'terus', ',', 'payah']","['ga', 'daftar', ',', 'gagal', ',', 'payah']","['ga', 'daftar', '', 'gagal', '', 'payah']",99
7428,Pengguna Google,5,2019-10-06 08:33:18,Heheheh,heheheh,['heheheh'],['heheheh'],['heheheh'],-1
7429,Pengguna Google,5,2019-10-06 06:03:11,Bagus banget lebih hemat untuk ajak keluarga .dan promo nya ketika kita tukarkan .bertambah lg.saya kasih bintang 5,bagus banget lebih hemat untuk ajak keluarga .dan promo nya ketika kita tukarkan .bertambah lg.saya kasih bintang 5,"['bagus', 'banget', 'lebih', 'hemat', 'untuk', 'ajak', 'keluarga', '.dan', 'promo', 'nya', 'ketika', 'kita', 'tukarkan', '.bertambah', 'lg.saya', 'kasih', 'bintang', '5']","['bagus', 'banget', 'hemat', 'ajak', 'keluarga', '.dan', 'promo', 'nya', 'tukarkan', '.bertambah', 'lg.saya', 'kasih', 'bintang', '5']","['bagus', 'banget', 'hemat', 'ajak', 'keluarga', 'dan', 'promo', 'nya', 'tukar', 'tambah', 'lg saya', 'kasih', 'bintang', '5']",-1
7430,Pengguna Google,5,2019-10-06 03:00:50,Ok,ok,['ok'],['ok'],['ok'],1
7431,Pengguna Google,5,2019-10-05 15:43:02,ok,ok,['ok'],['ok'],['ok'],1
7432,Pengguna Google,5,2019-10-05 15:36:42,😂,😂,['😂'],['😂'],[''],92
7433,Pengguna Google,5,2019-10-05 14:48:29,bagus,bagus,['bagus'],['bagus'],['bagus'],2
7434,Pengguna Google,5,2019-10-05 09:49:32,Good,good,['good'],['good'],['good'],0
7435,Pengguna Google,5,2019-10-05 09:01:32,Baikk banget murah pas untuk anak kos,baikk banget murah pas untuk anak kos,"['baikk', 'banget', 'murah', 'pas', 'untuk', 'anak', 'kos']","['baikk', 'banget', 'murah', 'pas', 'anak', 'kos']","['baikk', 'banget', 'murah', 'pas', 'anak', 'kos']",70
7436,Pengguna Google,1,2019-10-05 08:31:48,"Susah bgt daftarnya, ngisi passwordnya ribet harus ada huruf besar, harus ini harus itu. Dan tampilang jg kurang smooth. Kalo daftar biar simple langsung sync ke google or facebook aja lah. Asli rumit bgt app mcd. Dulu th 2017 pernah download, dan ribet bgt jg mau order, sekarang udh 2019 msh tetep aja begitu. Ga ada perubahan, untung gedenya mcd kmn ya?, perusahan sebesar ini dengan mudah ngeluarin uang buat bikin app keren dan simple. Payah lah. Terpaksa saya uninstall ya. Ga ada kemajuan mcd.","susah bgt daftarnya, ngisi passwordnya ribet harus ada huruf besar, harus ini harus itu. dan tampilang jg kurang smooth. kalo daftar biar simple langsung sync ke google or facebook aja lah. asli rumit bgt app mcd. dulu th 2017 pernah download, dan ribet bgt jg mau order, sekarang udh 2019 msh tetep aja begitu. ga ada perubahan, untung gedenya mcd kmn ya?, perusahan sebesar ini dengan mudah ngeluarin uang buat bikin app keren dan simple. payah lah. terpaksa saya uninstall ya. ga ada kemajuan mcd.","['susah', 'bgt', 'daftarnya', ',', 'ngisi', 'passwordnya', 'ribet', 'harus', 'ada', 'huruf', 'besar', ',', 'harus', 'ini', 'harus', 'itu', '.', 'dan', 'tampilang', 'jg', 'kurang', 'smooth', '.', 'kalo', 'daftar', 'biar', 'simple', 'langsung', 'sync', 'ke', 'google', 'or', 'facebook', 'aja', 'lah', '.', 'asli', 'rumit', 'bgt', 'app', 'mcd', '.', 'dulu', 'th', '2017', 'pernah', 'download', ',', 'dan', 'ribet', 'bgt', 'jg', 'mau', 'order', ',', 'sekarang', 'udh', '2019', 'msh', 'tetep', 'aja', 'begitu', '.', 'ga', 'ada', 'perubahan', ',', 'untung', 'gedenya', 'mcd', 'kmn', 'ya', '?', ',', 'perusahan', 'sebesar', 'ini', 'dengan', 'mudah', 'ngeluarin', 'uang', 'buat', 'bikin', 'app', 'keren', 'dan', 'simple', '.', 'payah', 'lah', '.', 'terpaksa', 'saya', 'uninstall', 'ya', '.', 'ga', 'ada', 'kemajuan', 'mcd', '.']","['susah', 'bgt', 'daftarnya', ',', 'ngisi', 'passwordnya', 'ribet', 'huruf', ',', '.', 'tampilang', 'jg', 'smooth', '.', 'kalo', 'daftar', 'biar', 'simple', 'langsung', 'sync', 'google', 'or', 'facebook', 'aja', '.', 'asli', 'rumit', 'bgt', 'app', 'mcd', '.', 'th', '2017', 'download', ',', 'ribet', 'bgt', 'jg', 'order', ',', 'udh', '2019', 'msh', 'tetep', 'aja', '.', 'ga', 'perubahan', ',', 'untung', 'gedenya', 'mcd', 'kmn', 'ya', '?', ',', 'perusahan', 'mudah', 'ngeluarin', 'uang', 'bikin', 'app', 'keren', 'simple', '.', 'payah', '.', 'terpaksa', 'uninstall', 'ya', '.', 'ga', 'kemajuan', 'mcd', '.']","['susah', 'bgt', 'daftar', '', 'ngisi', 'passwordnya', 'ribet', 'huruf', '', '', 'tampilang', 'jg', 'smooth', '', 'kalo', 'daftar', 'biar', 'simple', 'langsung', 'sync', 'google', 'or', 'facebook', 'aja', '', 'asli', 'rumit', 'bgt', 'app', 'mcd', '', 'th', '2017', 'download', '', 'ribet', 'bgt', 'jg', 'order', '', 'udh', '2019', 'msh', 'tetep', 'aja', '', 'ga', 'ubah', '', 'untung', 'gede', 'mcd', 'kmn', 'ya', '', '', 'usah', 'mudah', 'ngeluarin', 'uang', 'bikin', 'app', 'keren', 'simple', '', 'payah', '', 'paksa', 'uninstall', 'ya', '', 'ga', 'maju', 'mcd', '']",-1
7437,Pengguna Google,5,2019-10-05 06:25:57,👍,👍,['👍'],['👍'],[''],28
7438,Pengguna Google,5,2019-10-05 05:37:11,Products bagus,products bagus,"['products', 'bagus']","['products', 'bagus']","['products', 'bagus']",0
7439,Pengguna Google,5,2019-10-05 05:05:13,Banyak ada promo,banyak ada promo,"['banyak', 'ada', 'promo']",['promo'],['promo'],24
7440,Pengguna Google,5,2019-10-05 04:17:28,"Haloo mcd mau tanya, klo misalnya kita beli pake aplikasi ini bisa gak transaksi 2x dalam waktu yg sama","haloo mcd mau tanya, klo misalnya kita beli pake aplikasi ini bisa gak transaksi 2x dalam waktu yg sama","['haloo', 'mcd', 'mau', 'tanya', ',', 'klo', 'misalnya', 'kita', 'beli', 'pake', 'aplikasi', 'ini', 'bisa', 'gak', 'transaksi', '2x', 'dalam', 'waktu', 'yg', 'sama']","['haloo', 'mcd', ',', 'klo', 'beli', 'pake', 'aplikasi', 'gak', 'transaksi', '2x', 'yg']","['haloo', 'mcd', '', 'klo', 'beli', 'pake', 'aplikasi', 'gak', 'transaksi', '2x', 'yg']",5
7441,Pengguna Google,1,2019-10-05 03:58:11,Kenpa apliksi ny gk bisa di bukak. Kt ny apliksi ini ngk resmi dr plystore,kenpa apliksi ny gk bisa di bukak. kt ny apliksi ini ngk resmi dr plystore,"['kenpa', 'apliksi', 'ny', 'gk', 'bisa', 'di', 'bukak', '.', 'kt', 'ny', 'apliksi', 'ini', 'ngk', 'resmi', 'dr', 'plystore']","['kenpa', 'apliksi', 'ny', 'gk', 'bukak', '.', 'kt', 'ny', 'apliksi', 'ngk', 'resmi', 'dr', 'plystore']","['kenpa', 'apliksi', 'ny', 'gk', 'bukak', '', 'kt', 'ny', 'apliksi', 'ngk', 'resmi', 'dr', 'plystore']",15
7442,Pengguna Google,5,2019-10-05 03:46:42,Good,good,['good'],['good'],['good'],0
7443,Pengguna Google,2,2019-10-05 03:32:57,Waduh,waduh,['waduh'],[],[],-1
7444,Pengguna Google,5,2019-10-05 03:25:43,Jngn eror eror dong,jngn eror eror dong,"['jngn', 'eror', 'eror', 'dong']","['jngn', 'eror', 'eror']","['jngn', 'eror', 'eror']",-1
7445,Pengguna Google,1,2019-10-05 01:20:30,Kalu bagus tb 4,kalu bagus tb 4,"['kalu', 'bagus', 'tb', '4']","['kalu', 'bagus', 'tb', '4']","['kalu', 'bagus', 'tb', '4']",31
7446,Pengguna Google,1,2019-10-04 15:25:20,"Aneh aplikasinya, udh diinstal, disuruh update, ke menu update kok yo ga ada perintah update, bolak balik playstore - aplikasi, di aplikasi baru jg instal eh dibilang harus update, fayah","aneh aplikasinya, udh diinstal, disuruh update, ke menu update kok yo ga ada perintah update, bolak balik playstore - aplikasi, di aplikasi baru jg instal eh dibilang harus update, fayah","['aneh', 'aplikasinya', ',', 'udh', 'diinstal', ',', 'disuruh', 'update', ',', 'ke', 'menu', 'update', 'kok', 'yo', 'ga', 'ada', 'perintah', 'update', ',', 'bolak', 'balik', 'playstore', '-', 'aplikasi', ',', 'di', 'aplikasi', 'baru', 'jg', 'instal', 'eh', 'dibilang', 'harus', 'update', ',', 'fayah']","['aneh', 'aplikasinya', ',', 'udh', 'diinstal', ',', 'disuruh', 'update', ',', 'menu', 'update', 'yo', 'ga', 'perintah', 'update', ',', 'bolak', 'playstore', '-', 'aplikasi', ',', 'aplikasi', 'jg', 'instal', 'eh', 'dibilang', 'update', ',', 'fayah']","['aneh', 'aplikasi', '', 'udh', 'diinstal', '', 'suruh', 'update', '', 'menu', 'update', 'yo', 'ga', 'perintah', 'update', '', 'bolak', 'playstore', '-', 'aplikasi', '', 'aplikasi', 'jg', 'instal', 'eh', 'bilang', 'update', '', 'fayah']",30
7447,Pengguna Google,5,2019-10-04 14:35:51,Makin seru dgn menu2 baru..harga terjangkau..jgn tambah mahal lgi ya..👍👍😊😊,makin seru dgn menu2 baru..harga terjangkau..jgn tambah mahal lgi ya..👍👍😊😊,"['makin', 'seru', 'dgn', 'menu2', 'baru', '..', 'harga', 'terjangkau', '..', 'jgn', 'tambah', 'mahal', 'lgi', 'ya', '..', '👍👍😊😊']","['seru', 'dgn', 'menu2', '..', 'harga', 'terjangkau', '..', 'jgn', 'mahal', 'lgi', 'ya', '..', '👍👍😊😊']","['seru', 'dgn', 'menu2', '', 'harga', 'jangkau', '', 'jgn', 'mahal', 'lgi', 'ya', '', '']",54
7448,Pengguna Google,3,2019-10-04 14:18:16,Lihat dulu,lihat dulu,"['lihat', 'dulu']",['lihat'],['lihat'],-1
7449,Pengguna Google,5,2019-10-04 13:18:47,Sip,sip,['sip'],['sip'],['sip'],79
7450,Pengguna Google,5,2019-10-04 12:58:55,Bagus,bagus,['bagus'],['bagus'],['bagus'],2
7451,Pengguna Google,4,2019-10-04 12:19:23,Manta,manta,['manta'],['manta'],['manta'],52
7452,Pengguna Google,4,2019-10-04 11:56:28,Good,good,['good'],['good'],['good'],0
7453,Pengguna Google,5,2019-10-04 10:26:39,Ok,ok,['ok'],['ok'],['ok'],1
7454,Pengguna Google,5,2019-10-04 09:18:44,Ntapp,ntapp,['ntapp'],['ntapp'],['ntapp'],12
7455,Pengguna Google,5,2019-10-04 08:12:25,Good,good,['good'],['good'],['good'],0
7456,Pengguna Google,5,2019-10-04 02:27:05,Buka situs bokep,buka situs bokep,"['buka', 'situs', 'bokep']","['buka', 'situs', 'bokep']","['buka', 'situs', 'bokep']",38
7457,Pengguna Google,4,2019-10-04 00:55:47,Okee,okee,['okee'],['okee'],['okee'],78
7458,Pengguna Google,5,2019-10-03 21:50:11,Asian 😎😎😎😎😉,asian 😎😎😎😎😉,"['asian', '😎😎😎😎😉']","['asian', '😎😎😎😎😉']","['asi', '']",10
7459,Pengguna Google,5,2019-10-03 15:40:08,Mantap,mantap,['mantap'],['mantap'],['mantap'],3
7460,Pengguna Google,5,2019-10-03 14:51:04,Aplikasi saya eror,aplikasi saya eror,"['aplikasi', 'saya', 'eror']","['aplikasi', 'eror']","['aplikasi', 'eror']",55
7461,Pengguna Google,5,2019-10-03 14:40:17,Mantab,mantab,['mantab'],['mantab'],['mantab'],52
7462,Pengguna Google,3,2019-10-03 14:35:27,Kok tiba2 aplikasi ku error ini ktnya di suruh download ulang krn aku DL nya bkn dr google play padahal gak sama sekali deh hmmm,kok tiba2 aplikasi ku error ini ktnya di suruh download ulang krn aku dl nya bkn dr google play padahal gak sama sekali deh hmmm,"['kok', 'tiba2', 'aplikasi', 'ku', 'error', 'ini', 'ktnya', 'di', 'suruh', 'download', 'ulang', 'krn', 'aku', 'dl', 'nya', 'bkn', 'dr', 'google', 'play', 'padahal', 'gak', 'sama', 'sekali', 'deh', 'hmmm']","['tiba2', 'aplikasi', 'ku', 'error', 'ktnya', 'suruh', 'download', 'ulang', 'krn', 'dl', 'nya', 'bkn', 'dr', 'google', 'play', 'gak', 'deh', 'hmmm']","['tiba2', 'aplikasi', 'ku', 'error', 'ktnya', 'suruh', 'download', 'ulang', 'krn', 'dl', 'nya', 'bkn', 'dr', 'google', 'play', 'gak', 'deh', 'hmmm']",87
